year,dispnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude
1996,4098,"Rostov-on-Don, Russia","Rostov-on-Don, Russia",39.7015,47.2357
1996,4109,Georgia (Kvemo Kartli [ADM1]),Centroid of ADM1,44.5069,41.4939
1996,4122,DRC-Rwanda Border,Border point between Bukavu/Cyangugu shortest line,28.8563,-2.50797
1996,4124,Jebel Abu Jamal,Jebel Abu Jamal,36.4322,15.1667
1996,4126,Tokdo Islands,Tokdo Islands,131.868,37.2427
1996,4148,South Georgia Island,South Georgia Island,-36.5879,-54.4296
1996,4149,Columbus Channel,Columbus Channel,-61.5,10
1996,4166,Bakassi Peninsula (Cameroon-Nigeria Border),Midpoint of shared (territorial water) border,8.41024,4.53735
1996,4170,DRC-Uganda (Arua [ADM1] and Nebi [ADM1]) Border,Midpoint of shared (subnational) border,30.7799,2.61734
1996,4173,Armenia (Armavir [ADM1])-Turkey Border,Midpoint of shared (subnational) border,43.8654,40.0356
1996,4190,Syria-Turkey Border (Coastal),Intersection of shared (national) border at coast,35.9224,35.927
1996,4191,"Orumiyeh, Iran","Orumiyeh, Iran",45.0786,37.5498
1996,4192,"Koisanjaq, Iraq","Koisanjaq, Iraq",44.6199,36.0751
1996,4196,"Havana, Cuba","Havana, Cuba",-82.3666,23.1136
1996,4206,Iraq-Turkey Border,Midpoint of shared (national) border,43.7267,37.2257
1996,4231,Croatia (Istria [ADM1])-Slovenia Border,Midpoint of shared (subnational) border,13.865,45.4476
1996,4271,Persian Gulf,Persian Gulf,51.6834,26.7505
1996,4272,Iraq Territorial Waters,Centroid of territorial waters,48.5435,29.7978
1996,4288,"Halaib, Egypt","Halaib, Egypt",36.6412,22.2204
1996,4297,Nemuro Strait,Nemuro Strait,145.46,44.0331
1996,4309,"Siquita, Ivory Coast","Siquita, Ivory Coast",-8.1,7.86667
1996,4319,Armenia-Azerbaijan Border,Midpoint of shared (national) border,45.7991,40.0218
1997,4089,"Hyesan, North Korea","Hyesan, North Korea",128.174,41.3874
1997,4090,"Trestenink, Albania","Trestenink, Albania",21.0185,40.5729
1997,4096,Zemo Larsi,Zemo Larsi,44.4867,42.4451
1997,4097,Albania-Macedonia Border,Midpoint of shared (national) border,20.5151,41.2606
1997,4107,Sea of Okhotsk,Sea of Okhotsk,149.366,52.8736
1997,4108,Ukraine Territorial Waters (Black Sea),Centroid of territorial waters,31.5175,46.1828
1997,4117,Sidudu Island,Sidudu Island,25.1306,-17.8156
1997,4123,Burundi (Nyanza-Lac [ADM2])-Tanzania Border,Midpoint of shared (subnational) border,29.6936,-4.45225
1997,4130,"Shali al Fil, Sudan","Shali al Fil, Sudan",34.0167,10.2333
1997,4132,Hanish Islands,Hanish Islands,42.75,13.75
1997,4135,"Khon Kriel, Cambodia","Khon Kriel, Cambodia",103.588,14.2564
1997,4136,Albania-Yugoslavia Border,Midpoint of shared (national) border,19.795,42.4837
1997,4144,Ecuador (Paquisha [ADM2]),Centroid of ADM2,-78.6342,-3.9299
1997,4150,Belize-Guatemala Border,Midpoint of shared (national) border,-89.1656,16.6986
1997,4154,Gulf of Paria,Gulf of Paria,-61.7941,10.4297
1997,4171,Honduras-Nicaragua Border (Territorial Waters),Midpoint of shared (territorial water) border,-87.7657,13.0918
1997,4172,Colombia (Arauca [ADM1])-Venezuela Border,Midpoint of shared (subnational) border,-70.6053,7.06431
1997,4174,Bering Sea,Bering Sea,-178.139,56.9073
1997,4176,Afghanistan-Uzbekistan Border,Midpoint of shared (national) border,67.1796,37.2651
1997,4183,Canada (Pacific) Territorial Waters,Centroid of territorial waters,-131.336,52.0006
1997,4193,Cyprus,Centroid of ADM0,33.2218,35.0459
1997,4203,Saudi Arabia-Yemen Border,Midpoint of shared (national) border,46.7261,16.0449
1997,4205,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334
1997,4216,Persian Gulf,Persian Gulf,51.6834,26.7505
1997,4226,North Korea,Centroid of ADM0,127.182,40.1431
1997,4230,Croatia-Yugoslavia (Montenegro [> ADM1]) Border,Midpoint of shared (subnational) border,18.471,42.5019
1997,4244,Port of Matadi,Port of Matadi,13.4515,-5.8238
1997,4245,"Kinshasa, DRC","Kinshasa, DRC",15.2663,-4.44193
1997,4246,"Pointe Noire, Congo","Pointe Noire, Congo",11.8664,-4.76916
1997,4249,Kenya-Uganda Border,Midpoint of shared (national) border,34.9566,1.58421
1997,4251,"Freetown, Sierra Leone","Freetown, Sierra Leone",-13.2317,8.46568
1997,4273,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566
1997,4304,"Bibia, Uganda","Bibia, Uganda",32.0695,3.47404
1997,4315,Iraq-Syria-Turkey Border,"Intersection of Iraq, Syria, and Turkey borders",42.3556,37.1069
1997,4323,Aegean Sea,Aegean Sea,25.2686,39.0192
1997,4337,Iran-Iraq (Sulaymaniyah [ADM1]) Border,Midpoint of shared (subnational) border,46.3463,35.8136
1998,4111,Latvia-Russia Border,Midpoint of shared (national) border,27.7032,56.9124
1998,4128,Spratly Islands,Spratly Islands,111.917,8.63333
1998,4137,Albania-Yugoslavia (Kosovo [> ADM1]) Border,Midpoint of shared (subnational) border,20.4416,42.2725
1998,4147,Costa Rica-Nicaragua Border (San Juan River),Midpoint of shared (subnational) border,-84.0026,10.7847
1998,4160,Afghanistan-Iran Border,Midpoint of shared (national) border,60.7024,32.6938
1998,4175,Armenia-Azerbaijan Border,Midpoint of shared (national) border,45.7991,40.0218
1998,4187,Djibouti-Eritrea Border,Midpoint of shared (national) border,42.7872,12.4188
1998,4189,Ecuador (Zamora-Chinchipe [ADM1])-Peru (Amazonas [ADM1]),Midpoint of shared (subnational) border,-78.5543,-4.08944
1998,4217,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007
1998,4227,"Khost, Afghanistan","Khost, Afghanistan",69.9372,33.3338
1998,4228,Afghanistan-Uzbekistan Border,Midpoint of shared (national) border,67.1796,37.2651
1998,4248,Sudan,Centroid of ADM0,30.05,13.8315
1998,4250,Bakassi Peninsula (Cameroon-Nigeria Border),Midpoint of shared (territorial water) border,8.41024,4.53735
1998,4254,"Monrovia, Liberia","Monrovia, Liberia",-10.7605,6.29074
1998,4255,Liberia-Sierra Leone Border,Midpoint of shared (national) border,-10.7514,7.66489
1998,4258,"Badme, Eritrea","Badme, Eritrea",37.8048,14.7256
1998,4291,Syria-Turkey Border,Midpoint of shared (national) border,38.6869,36.7241
1998,4321,Spitzbergen,Spitzbergen,13.4839,78.9014
1998,4328,Spratly Islands,Spratly Islands,111.917,8.63333
1998,4329,Spratly Islands,Spratly Islands,111.917,8.63333
1998,4339,"Kinshasa, DRC","Kinshasa, DRC",15.2663,-4.44193
1999,4088,China (Fujian [ADM1]),Centroid of ADM1,117.99,26.0811
1999,4125,Yellow Sea,Yellow Sea,123.796,35.4943
1999,4127,Okinawa Island,Okinawa Island,127.945,26.5013
1999,4133,"Samos, Greece","Samos, Greece",26.9778,37.7548
1999,4138,"Ranong, Thailand","Ranong, Thailand",98.6085,9.95287
1999,4140,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082
1999,4155,Gulf of Paria,Gulf of Paria,-62.3565,10.1576
1999,4161,Afghanistan (Farah [ADM1] and Nimruz [ADM1]),Centroid of > ADM1,62.3066,31.7888
1999,4177,Kyrgyzstan (Kadamjay [ADM2]),Centroid of ADM2,71.7608,39.9876
1999,4179,Tajikistan (Tajikistan Territories [ADM1]),Centroid of ADM1,70.1647,38.8778
1999,4180,Senkaku Islands,Senkaku Islands,123.583,25.8333
1999,4188,"Dambala Fulchana, Kenya","Dambala Fulchana, Kenya",38.7467,3.50583
1999,4200,Yemen Territorial Waters (Red Sea),Centroid of territorial waters,42.2893,15.0674
1999,4201,Afghanistan-Tajikistan (Khatlon [ADM1]) Border,Midpoint of shared (subnational) border,69.3502,37.1509
1999,4208,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531
1999,4212,"Shatili, Georgia","Shatili, Georgia",45.1546,42.6581
1999,4215,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809
1999,4223,Siachen Glacier,Siachen Glacier,77.0439,35.4639
1999,4225,Japan Territorial Waters,Point nearest Sea of Japan,136.677,37.9279
1999,4252,"Kisangani, DRC","Kisangani, DRC",25.2008,0.51853
1999,4256,Liberia-Sierra Leone Border,Midpoint of shared (national) border,-10.7514,7.66489
1999,4260,Guyana-Venezuela Border,Midpoint of shared (national) border,-60.4302,6.93136
1999,4274,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809
1999,4289,"Piranshahr, Iran","Piranshahr, Iran",45.1446,36.695
1999,4292,"Azham, Iraq","Azham, Iraq",44.9443,34.055
1999,4302,Guinea-Libera Border,Midpoint of shared (national) border,-9.40761,7.50678
1999,4330,"Pigeon Reef, Spratly Islands","Pigeon Reef, Spratly Islands",114.637,8.86734
1999,4334,Macedonia-Yugoslavia (Kosovo [> ADM1]) Border,Midpoint of shared (subnational) border,21.0274,42.1559
1999,4335,Norway Territorial Waters,Centroid of territorial waters,11.0058,65.7203
1999,4338,"Baku, Azerbaijan","Baku, Azerbaijan",49.8671,40.4093
1999,4342,Macedonia-Yugoslavia Border,Midpoint of shared (national) border,21.3918,42.2201
1999,4344,Turkey,Point along border nearest Russia,42.831,41.5824
2000,4141,Honduras-Nicaragua Border (Territorial Waters),Midpoint of shared (territorial water) border,-87.7657,13.0918
2000,4151,Belize-Guatemala Border,Midpoint of shared (national) border,-89.1656,16.6986
2000,4152,Belize-Guatemala (El Peten [ADM1]),Midpoint of shared (subnational) border,-89.1593,16.8542
2000,4156,Vassen Island,Vassen Island,-57.1492,5.79306
2000,4186,"Brussels, Belgium","Brussels, Belgium",4.35172,50.8503
2000,4197,Russia,Centroid of ADM0,96.7883,61.8384
2000,4210,Aegean Sea,Aegean Sea,25.2686,39.0192
2000,4213,Gulf of Oman,Gulf of Oman,58.7374,24.7143
2000,4214,Equatorial Guinea Territorial Waters,Centroid of mainland territorial waters,9.47262,1.53207
2000,4220,Sea of Japan,Sea of Japan,135,38.8488
2000,4221,Armenia-Turkey Border,Midpoint of shared (national) border,43.6501,40.1234
2000,4222,"Hokkaido Island, Japan","Hokkaido Island, Japan",142.552,43.3857
2000,4229,Albania-Yugoslavia (Montenegro [> ADM1]) Border,Midpoint of shared (subnational) border,19.5184,42.451
2000,4232,Azerbaijan (Gadabay [ADM2]),Centroid of ADM2,45.6643,40.5603
2000,4243,Palau,Palau,134.583,7.51498
2000,4253,"Kisangani, DRC","Kisangani, DRC",25.2008,0.51853
2000,4257,Guinea-Liberia Border,Midpoint of shared (national) border,-9.40761,7.50678
2000,4261,Gulf of Venezuela,Gulf of Venezuela,-70.9071,11.339
2000,4262,"Tres Bocas, Colombia","Tres Bocas, Colombia",-72.6658,8.6253
2000,4275,Kuwait,Centroid of ADM0,47.5909,29.3408
2000,4295,Yugoslavia (Kosovo [> ADM1] and Montenegro [> ADM1]) Border,Midpoint of shared (subnational) border,20.039,42.7632
2000,4298,"Zelenika, Montenegro","Zelenika, Montenegro",18.579,42.4541
2000,4312,Lete Island,Lete Island,3.16667,12.1333
2000,4320,"Datca, Turkey","Datca, Turkey",27.6858,36.7262
2000,4324,Iraq (Duhok [ADM1]),Centroid of ADM1,43.1558,37.0538
2000,4343,Bosnia-Serbia and Montenegro Border,Midpoint of shared (national) border,19.5079,43.7075
2001,4235,"Murovdag, Geranboi District, ARM-AZE border",Murovdag,46.3167,40.2667
2001,4236,Armenia-Azerbaijan Border,Midpoint of shared (national) border,45.7991,40.0218
2001,4238,Norway Territorial Waters,Northernmost point along territorial waters,25.6758,71.3855
2001,4239,Japan (Hokkaido [ADM1]),Centroid of ADM1,142.552,43.3857
2001,4240,Belarus (Vitebsk [ADM1])-Lithuania Border,Midpoint of shared (subnational) border,26.8265,55.3147
2001,4242,Georgia-Russia Border,Midpoint of shared (national) border,43.549,42.8639
2001,4259,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082
2001,4263,Caribbean Sea,Caribbean Sea,-74.9676,14.5401
2001,4266,Amami-o-Shima Island,Amami-o-Shima Island,129.362,28.2678
2001,4277,Kashmir (Line of Control),Midpoint of Line of Control,74.4843,34.7874
2001,4278,Taiwan Strait,Taiwan Strait,119.698,24.6581
2001,4279,Spratly Islands,Spratly Islands,111.917,8.63333
2001,4280,China (Hainan [ADM1]),Centroid of ADM1,109.746,19.1955
2001,4281,NA,Hsinshe,120.983,24.85
2001,4282,Korea Strait,Korea Strait,129.797,34.5994
2001,4283,Afghanistan,Centroid of ADM0,66.0265,33.8388
2001,4284,"Kabo, Central Africa Republic","Kabo, Central Africa Republic",18.6265,7.69493
2001,4290,"Baku, Azerbaijan","Baku, Azerbaijan",49.8671,40.4093
2001,4296,"Christmas Island, Australia","Christmas Island, Australia",105.69,-10.4475
2001,4300,"Kambia, Sierra Leone","Kambia, Sierra Leone",-12.9177,9.12617
2001,4301,"Pujehun, Pujehun, Sierra Leone","Pujehun, Pujehun, Sierra Leone",-11.7211,7.3563
2001,4303,"Solwezi, Zambia","Solwezi, Zambia",26.384,-12.1669
2001,4305,Sudan-Uganda Border,Midpoint of shared (national) border,32.314,3.68445
2001,4306,"Garoua-Boulai, Cameroon","Garoua-Boulai, Cameroon",14.548,5.89014
2001,4310,Rwanda (Nyagatare [ADM2])-Uganda Border,Midpoint of shared (subnational) border,30.2934,-1.1808
2001,4313,Bangladesh (Feni [ADM2] to Satkhira [ADM2])-India Border,Midpoint of shared (subnational) border,89.0963,26.3642
2001,4314,Mae Sai Border Checkpoint,Mae Sai Border Checkpoint,99.8805,20.4444
2001,4317,Caspian Sea,Caspian Sea,50.6689,41.935
2001,4325,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531
2002,4345,Somalia (Puntland [> ADM1]),Centroid of > ADM1,48.5665,8.903
2002,4346,Kenya-Somalia Border,Midpoint of shared (national) border,40.9886,1.22132
2002,4347,"Muyenyi, Kindu (ADM1), DRC",Centroid of ADM0,23.655,-2.87624
2002,4348,Liberia-Sierra Leone Border,Midpoint of shared (national) border,-10.7514,7.66489
2002,4349,Eritrea-Sudan Border,Midpoint of shared (national) border,36.9388,16.677
2002,4350,Kenya (Amanguriat [~ADM2])-Uganda Border,"Amanguriat, Kenya",35.0042,2.27861
2002,4351,Gambia-Senegal Border,Midpoint of shared (national) border,-13.8697,13.3224
2002,4352,Ceuta (Spanish Island claimed by Morocco),"Ceuta, Spain",-5.32135,35.8894
2002,4353,Burundi-Tanzania Border,Midpoint of shared (national) border,30.5862,-3.46342
2002,4354,Zimbabwe,"Harare, Zimbabwe",31.0335,-17.8252
2002,4355,Eritrea (Shambeko [ADM2])-Ethiopia Border,Midpoint of shared (subnational) border,38.0192,14.762
2002,4356,DRC (Kivu [> ADM1])-Rwanda Border,Midpoint of shared (subnational) border,29.1739,-2.09996
2002,4357,Angola (Cabinda [ADM1])-DRC Border,Midpoint of shared (subnational) border,12.4993,-5.12333
2002,4358,Ivory Coast-Liberia Border,Midpoint of shared (national) border,-7.80414,6.12613
2002,4359,"Zombo (Airport), DRC",Centroid of ADM0,23.655,-2.87624
2002,4409,Azerbaijan-Iran Border (Territorial Waters),Midpoint of shared (territorial water) border,49.009,38.4472
2002,4410,Cyprus Border Violation (Airspace),Location of Cyprus airspace nearest Turkey,33.4362,35.1538
2002,4411,Georgia-Russia Border and Azerbaijan-Russia Border,"Intersection of Georgia, Russia, Azerbaijain Border",46.4518,41.8971
2002,4412,Albania-Macedonia Border,Midpoint of shared (national) border,20.5151,41.2606
2002,4413,Croatian-Slovenian Border (Territorial Waters),Midpoint of shared (territorial water) border,13.5404,45.5171
2002,4414,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003
2002,4415,Air corridor between Cyprus and Greece,Midpoint between Cyprus and Greece,30.254,35.755
2002,4444,Taiwan Territorial Waters,Taiwan territorial waters nearest to China,119.966,24.4155
2002,4445,"Shenyang, China","Shenyang, China",123.431,41.8057
2002,4446,China-Vietnam Border (Territorial Waters),Midpoint of shared (territorial water) border,108.096,21.4494
2002,4447,"Beijing, China","Beijing, China",116.407,39.9042
2002,4448,"Luzon Islands, South China Sea","Luzon, Philippines",121.263,16.5662
2002,4449,Japan-North Korea Border (Territorial Waters),Midpoint of shortest distance between territorial waters,128.909,36.7694
2002,4450,China (EEZ)-International Waters Border,Midpoint of shared (EEZ) border (multiple neighbors),118.606,23.5367
2002,4451,Yemen Territorial Waters,Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,47.9864,13.815
2002,4494,Argentina Territorial Waters,Centroid of territorial waters,-62.5692,-41.0919
2002,4509,Gulf of Aqaba,Gulf of Aqaba,28.6929,34.7299
2002,4510,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638
2002,4552,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695
2002,4553,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
2002,4554,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152
2002,4555,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152
2003,4360,Sudan,Centroid of ADM0,30.05,13.8315
2003,4361,Algeria-Mali Border (Airspace),Midpoint of shared (national) border,0.162919,21.7249
2003,4362,"Fawlina, Eritrea",Centroid of DMZ,39.5325,14.2285
2003,4363,"Anan, Kenya",Midpoint of shared (national) border,39.0232,3.52626
2003,4364,Mauritania-Mali border,Midpoint of shared (national) border,-5.64396,16.8928
2003,4416,"Tskhinval, South Ossetia, Georgia","Tskhinval, South Ossetia, Georgia",42.2215,43.9644
2003,4417,Baltic Sea,Baltic Sea,19.8633,58.488
2003,4418,Azerbaijan-Iran Border (Airspace),Midpoint of shared (national) border,47.5895,39.5397
2003,4419,Moldova-Ukraine Border (Dniester River),DGES-2,27.5702,48.4869
2003,4420,Georgia-Russia Border,Midpoint of shared (national) border,43.549,42.8639
2003,4452,Indonesia-Papua New Guinea Border,Midpoint of shared (national) border,141.006,-5.95494
2003,4453,Indonesia-Philippines Border (Territorial Waters),Midpoint of shortest distance between territorial waters,125.634,5.18226
2003,4454,East China Sea,East China Sea,125.915,30.3953
2003,4455,Yellow Sea,Yellow Sea,123.796,35.4943
2003,4456,Japan-North Korea Border (Territorial Waters),Midpoint of shortest distance between territorial waters,128.909,36.7694
2003,4457,Senkaku (Diaoyu) Islands,Senkaku Islands,123.583,25.8333
2003,4458,China-India (Arunachal Pradesh [ADM1]) Border,Midpoint of shared (subnational) border,95.1091,29.1286
2003,4459,Senegal Territorial Waters,Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,-17.2138,14.3241
2003,4460,Java (Indonesian Island),"Java Island, Indonesia",110.712,-7.61453
2003,4461,"Bashi Channel, Taiwan","Bashi Channel, Taiwan",121.034,21.651
2003,4462,"Matzu Islands, Taiwan","Matzu Islands, Taiwan",119.931,26.1499
2003,4463,China-North Korea Border,Midpoint of shared (national) border,127.961,41.4349
2003,4464,China-Vietnam Border (Territorial Waters),Midpoint of shared (territorial water) border,108.096,21.4494
2003,4495,Colombia-Venezuela Border,Midpoint of shared (national) border,-69.9777,6.80034
2003,4496,Brazil-Peru Border,Midpoint of shared (national) border,-73.5635,-8.22677
2003,4511,Israel-Syria Border,Midpoint of shared (national) border,35.8546,33.0388
2003,4512,Iran-Iraq Border (Airspace),Midpoint of shared (national) border,45.6418,33.7638
2003,4513,Israel,"Jerusalem, Israel",35.2137,31.7683
2003,4514,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638
2003,4515,Gaza Strip-Israel Border,Midpoint of shared (national) border,34.4123,31.4243
2003,4516,Iraq (Kurdistan [> ADM1]),Centroid of > ADM1,44.5254,36.1063
2003,4517,"Damascus, Syria","Damascus, Syria",36.2765,33.5138
2003,4556,"Pedra Blanca Islet, Singapore","Pedra Blanca Islet, Singapore",104.408,1.33028
2003,4557,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
2003,4558,Myanmar-Thailand Border (Territorial Waters),Midpoint of shared (territorial water) border,97.9572,9.52745
2004,4365,Burundi (Cibitoke [ADM1])-Rwanda Border,Midpoint of shared (subnational) border,29.225,-2.62768
2004,4366,DRC (Kivu [> ADM1]),Centroid of > ADM1,27.4229,-2.52693
2004,4367,Chad-Sudan Border,Midpoint of shared (national) border,22.4098,14.5099
2004,4368,DRC-Zambia Border,Midpoint of shared (national) border,29.8027,-13.2745
2004,4369,Ethiopia-Kenya Border,Midpoint of shared (national) border,39.0232,3.52626
2004,4370,Eritrea-Sudan Border,Midpoint of shared (national) border,36.9388,16.677
2004,4371,Ivory Coast,Centroid of ADM0,-5.55562,7.63153
2004,4372,Rwanda-Uganda Border,Midpoint of shared (national) border,30.0537,-1.40806
2004,4421,Tajikistan-Uzbekistan Border,Midpoint of shared (national) border,68.8798,39.9247
2004,4422,Georgia,Centroid of ADM0,43.5174,42.1763
2004,4423,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343
2004,4465,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539
2004,4466,China-North Korea Border,Midpoint of shared (national) border,127.961,41.4349
2004,4467,China-Japan Border (Territorial Waters),Midpoint of shortest distance between territorial waters,121.671,25.3028
2004,4497,Dominican Republic-Haiti Border,Midpoint of shared (national) border,-71.7183,18.7414
2004,4518,Iraq-Syria Border,Midpoint of shared (national) border,41.2236,34.8775
2004,4519,"Tikrit, Iraq","Tikrit, Iraq",43.6567,34.6187
2004,4520,Syria-Turkey Border,Midpoint of shared (national) border,38.6869,36.7241
2004,4521,Iran-UAE Border (Territorial Waters),Midpoint of shortest distance between territorial waters,54.3591,25.5773
2004,4522,Iran-Qatar Border (Territorial Waters),Midpoint of shortest distance between territorial waters,52.7789,26.2577
2004,4523,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638
2004,4524,Iran-Iraq Border (Airspace),Midpoint of shared (national) border,45.6418,33.7638
2004,4525,Iran (Kurdistan [> ADM1])-Turkey Border (Airspace),Midpoint of shared (subnational) border,44.3329,38.5771
2004,4526,Egypt-Israel Border,Midpoint of shared (national) border,34.4711,30.7262
2004,4549,Hans Island (Arctic Ocean),Hans Island,-66.4596,80.8269
2004,4559,Malaysia-Thailand Border,Midpoint of shared (national) border,101.096,5.9239
2004,4560,Indonesia-Thailand Border (Territorial Waters),Midpoint of shortest distance between territorial waters,98.5017,5.73217
2004,4561,India Territorial Waters,Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,74.4493,13.342
2004,4562,Myanmar Territorial Waters,Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,95.2273,15.1151
2004,4563,India-Nepal Border,Midpoint of shared (national) border,83.9121,27.4494
2004,4564,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
2004,4565,India-Myanmar Border,Midpoint of shared (national) border,94.5781,25.2131
2005,4373,Kenya-Somalia Border,Midpoint of shared (national) border,40.9886,1.22132
2005,4374,"Moyale, Kenya","Moyale, Kenya",39.0546,3.52109
2005,4375,Eritrea-Ethiopia Border,Midpoint of shared (national) border,39.315,14.4783
2005,4376,Ethiopia-Somalia (Mudug [ADM1]) Border,Midpoint of shared (subnational) border,47.0957,7.10921
2005,4377,"Luiza, DRC","Luiza, DRC",22.3993,-7.19913
2005,4378,Ghana-Togo Border,Midpoint of shared (national) border,0.393728,8.72793
2005,4379,Eritrea Territorial Waters,Centroid of territorial waters,40.5091,15.5436
2005,4380,Bakassi Peninsula (Cameroon-Nigeria Border),Midpoint of shared (territorial water) border,8.41024,4.53735
2005,4381,DRC (Kivu [> ADM1]),Centroid of > ADM1,27.4229,-2.52693
2005,4382,Ivory Coast,Centroid of ADM0,-5.55562,7.63153
2005,4383,Eritrea-Ethiopia Demilitarized Zone,Centroid of DMZ,39.5325,14.2285
2005,4384,Chad-Sudan Border (Airspace),Midpoint of shared (national) border,22.4098,14.5099
2005,4424,Georgia-Russia Border,Midpoint of shared (national) border,43.549,42.8639
2005,4425,"Feodosiya, Ukraine","Feodosiya, Ukraine",35.3824,45.0319
2005,4426,Kyrgystan-Tajikistan Border,Midpoint of shared (national) border,70.3941,39.5895
2005,4427,Tajikistan-Uzbekistan Border,Midpoint of shared (national) border,68.8798,39.9247
2005,4428,"Qorasuv, Uzbekistan","Qorasuv, Uzbekistan",72.8811,40.7262
2005,4429,Norway-Russia Border (Territorial Waters),Midpoint of shared (territorial water) border,31.1108,69.9816
2005,4430,Kyrgystan (Palman region)-Uzbekistan Border,Midpoint of shared (national) border,71.9143,41.1896
2005,4468,Tokdo Islands,Tokdo Islands,131.868,37.2427
2005,4469,Taiwan Territorial Waters,Taiwan territorial waters nearest to China,119.966,24.4155
2005,4470,Senkaku (Diaoyu) Islands,Senkaku Islands,123.583,25.8333
2005,4471,Indonesia Territorial Waters,Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,120.221,1.23538
2005,4472,"Chunxiao gas fields, East China Sea",Midpoint of shared (EEZ) border (in East China Sea),125.702,29.2457
2005,4473,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539
2005,4474,Bhutan-China Border,Midpoint of shared (national) border,90.2879,28.2749
2005,4498,Colombia-Ecuador Border,Midpoint of shared (national) border,-77.1538,0.343266
2005,4527,Iraq-Syria Border,Midpoint of shared (national) border,41.2236,34.8775
2005,4528,Iraq (Kurdistan [> ADM1])-Turkey Border,Midpoint of shared (subnational) border,44.2385,37.278
2005,4529,Iraq (Kurdistan [> ADM1]),Centroid of > ADM1,44.5254,36.1063
2005,4530,Saudi Arabia-Yemen Border,Midpoint of shared (national) border,47.1539,16.95
2005,4550,Canada (EEZ)-International Waters Border,Location of Canada EEZ nearest Portugal,-47.9025,46.6607
2005,4551,Hans Island (Arctic Ocean),Hans Island,-66.4596,80.8269
2005,4566,Kashmir (Line of Control),Midpoint of Line of Control,74.4843,34.7874
2005,4567,Celebes Sea,Celebes Sea,122.3,3.61211
2005,4568,Pakistan (Waziristan [> ADM1]),Centroid of > ADM1,69.9079,32.6253
2005,4569,Cambodia (Preah Vihear [ADM1])-Thailand Border,Midpoint of shared (subnational) border,104.902,14.402
2005,4570,Malaysia-Thailand Border,Midpoint of shared (national) border,101.096,5.9239
2005,4571,Pakistan (Waziristan [> ADM1]),Centroid of > ADM1,69.9079,32.6253
2006,4385,"Somare, Kenya","Somare, Kenya",39.0331,3.52712
2006,4386,DRC-Uganda Border,Midpoint of shared (national) border,30.5205,1.28653
2006,4387,Somalia (Gedo [ADM1]),Centroid of ADM1,41.9751,2.88744
2006,4388,Burundi (Kayanza [ADM1])-Rwanda Border,Midpoint of shared (subnational) border,29.5432,-2.81755
2006,4389,Eritrea (DMZ)-Ethiopia Border,Midpoint of shared (subnational) border,39.6032,14.7804
2006,4390,Sudan (Darfur [> ADM1]),Centroid of > ADM1,25.8995,13.9876
2006,4391,Kenyan-Somali (Gedo [ADM1]) Border,Midpoint of shared (subnational) border,42.3331,4.16455
2006,4431,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343
2006,4432,Kyrgystan-Uzbekistan Border,Midpoint of shared (national) border,71.9143,41.1896
2006,4433,Tajikistan-Uzbekistan Border,Midpoint of shared (national) border,68.8798,39.9247
2006,4434,Armenia-Turkey Border,Midpoint of shared (national) border,43.6501,40.1234
2006,4475,Japan-Russia Border (Airspace),Midpoint of shared (airspace) border,142.007,45.7095
2006,4476,Tokdo Islands,Tokdo Islands,131.868,37.2427
2006,4477,Kaigara Islands,Kuril Islands,150.971,47.1544
